 Fe I levels                                                            
  n    E(n)(cm-1)   g    label
   55   18      15179.800   0.000E+00   1.430E+00
   55   19      16387.180   0.000E+00   1.690E+00
   55   20      14729.060   0.000E+00   3.900E-01
   55   21      15202.800   0.000E+00   1.170E+00
   55   22      15666.240   0.000E+00   1.430E+00
   55   23      16057.340   0.000E+00   9.100E-01
   55   24      16338.410   0.000E+00   1.170E+00
   55   25      14814.820   0.000E+00   6.500E-01
   55   26      15339.410   0.000E+00   3.900E-01
   55   27      15743.290   0.000E+00   1.300E-01
   55   28      18184.960   0.000E+00   1.170E+00
   55   29      18990.930   0.000E+00   9.100E-01
   55   30      19603.340   0.000E+00   6.500E-01
   55   31      22601.820   0.000E+00   1.430E+00
   55   32      24148.600   0.000E+00   1.170E+00
   55   33      25702.100   0.000E+00   9.100E-01
   55   34      28655.220   0.000E+00   1.690E+00
   55   35      30355.340   0.000E+00   6.500E-01
   55   36      31811.600   0.000E+00   1.430E+00
   55   37      33011.530   0.000E+00   3.900E-01
   55   38      33924.930   0.000E+00   1.170E+00
   55   39      34538.190   0.000E+00   1.300E-01
   55   40      34845.620   0.000E+00   9.100E-01
   55   41      30286.210   0.000E+00   6.500E-01
   55   42      31315.240   0.000E+00   3.900E-01
   55   43      32379.190   0.000E+00   1.300E-01
   55   44      41173.850   0.000E+00   1.170E+00
   55   45      51038.190   0.000E+00   1.430E+00
   55   46      61227.050   0.000E+00   1.170E+00
   55   47      42435.110   0.000E+00   9.100E-01
   55   48      49472.160   0.000E+00   6.500E-01
   55   49      55512.750   0.000E+00   9.100E-01
   55   50      55420.420   0.000E+00   6.500E-01
   55   51      73092.310   0.000E+00   1.170E+00
   55   52      95367.700   0.000E+00   3.900E-01
   55   53      63877.230   0.000E+00   1.300E-01
   55   54     416335.330   0.000E+00   1.170E+00
   56    1       3796.550   0.000E+00   6.300E-01
   56    2       3857.460   4.640E+06   8.901E-01
   56    3       3900.810   2.580E+06   5.118E-01
   56    4       3929.030   2.600E+06   5.676E-01
   56    5       3942.960   0.000E+00   7.000E-02
   56    6       5151.600   0.000E+00   7.700E-01
   56    7       5273.450   0.000E+00   6.300E-01
   56    8       5372.980   1.050E+06   5.443E-01
   56    9       5448.430   5.480E+05   3.595E-01
   56   10       5499.040   6.250E+04   3.473E-02
   56   11       6962.120   0.000E+00   6.300E-01
   56   12       7257.550   0.000E+00   4.900E-01
   56   13       7478.800   0.000E+00   3.500E-01
   56   14      11377.210   6.000E+03   4.900E-01
   56   15      11610.770   9.690E+04   3.500E-01
   56   16      11887.360   7.800E+04   2.100E-01
   56   17      12560.460   2.000E+03   3.500E-01
   56   18      14733.580   0.000E+00   7.700E-01
   56   19      15868.360   0.000E+00   9.100E-01
   56   20      14308.580   0.000E+00   2.100E-01
   56   21      14755.250   0.000E+00   6.300E-01
   56   22      15191.410   0.000E+00   7.700E-01
   56   23      15558.880   0.000E+00   4.900E-01
   56   24      15822.630   0.000E+00   6.300E-01
   56   25      14389.500   0.000E+00   3.500E-01
   56   26      14883.890   0.000E+00   2.100E-01
   56   27      15263.850   0.000E+00   7.000E-02
   56   28      17548.280   0.000E+00   6.300E-01
   56   29      18297.640   0.000E+00   4.900E-01
   56   30      18865.480   0.000E+00   3.500E-01
   56   31      21626.590   0.000E+00   7.700E-01
   56   32      23038.600   0.000E+00   6.300E-01
   56   33      24448.400   0.000E+00   4.900E-01
   56   34      27105.550   0.000E+00   9.100E-01
   56   35      28621.900   0.000E+00   3.500E-01
   56   36      29913.050   0.000E+00   7.700E-01
   56   37      30971.640   0.000E+00   2.100E-01
   56   38      31774.280   0.000E+00   6.300E-01
   56   39      32311.630   0.000E+00   7.000E-02
   56   40      32580.550   0.000E+00   4.900E-01
   56   41      28560.430   0.000E+00   3.500E-01
   56   42      29473.760   0.000E+00   2.100E-01
   56   43      30414.380   0.000E+00   7.000E-02
   56   44      38048.260   0.000E+00   6.300E-01
   56   45      46321.340   0.000E+00   7.700E-01
   56   46      54561.920   0.000E+00   6.300E-01
   56   47      39122.800   0.000E+00   4.900E-01
   56   48      45027.720   0.000E+00   3.500E-01
   56   49      49977.440   0.000E+00   4.900E-01
   56   50      49902.590   0.000E+00   3.500E-01
   56   51      63789.830   0.000E+00   6.300E-01
   56   52      80122.560   0.000E+00   2.100E-01
   56   53      56656.650   0.000E+00   7.000E-02
   56   54     227424.690   0.000E+00   6.300E-01
   56   55     501215.450   0.000E+00   9.100E-01
   57    1       3776.520   0.000E+00   6.300E-01
   57    2       3836.790   0.000E+00   4.900E-01
   57    3       3879.670   6.170E+06   1.739E+00
   57    4       3907.580   8.320E+05   1.661E-01
   57    5       3921.370   2.600E+06   5.240E-01
   57    6       5114.800   0.000E+00   7.700E-01
   57    7       5234.880   0.000E+00   6.300E-01
   57    8       5332.960   0.000E+00   4.900E-01
   57    9       5407.280   1.090E+06   5.759E-01
   57   10       5457.120   6.050E+05   3.156E-01
   57   11       6895.060   0.000E+00   6.300E-01
   57   12       7184.710   0.000E+00   4.900E-01
   57   13       7401.480   0.000E+00   3.500E-01
   57   14      11199.230   0.000E+00   4.900E-01
   57   15      11425.470   3.400E+04   3.500E-01
   57   16      11693.200   1.390E+05   2.100E-01
   57   17      12343.880   0.000E+00   3.500E-01
   57   18      14436.470   0.000E+00   7.700E-01
   57   19      15524.250   0.000E+00   9.100E-01
   57   20      14028.200   0.000E+00   2.100E-01
   57   21      14457.270   0.000E+00   6.300E-01
   57   22      14875.740   0.000E+00   7.700E-01
   57   23      15227.930   0.000E+00   4.900E-01
   57   24      15480.490   0.000E+00   6.300E-01
   57   25      14105.970   0.000E+00   3.500E-01
   57   26      14580.750   0.000E+00   2.100E-01
   57   27      14945.200   0.000E+00   7.000E-02
   57   28      17128.420   0.000E+00   6.300E-01
   57   29      17841.620   0.000E+00   4.900E-01
   57   30      18381.100   0.000E+00   3.500E-01
   57   31      20992.430   0.000E+00   7.700E-01
   57   32      22320.300   0.000E+00   6.300E-01
   57   33      23641.040   0.000E+00   4.900E-01
   57   34      26116.710   0.000E+00   9.100E-01
   57   35      27521.570   0.000E+00   3.500E-01
   57   36      28713.300   0.000E+00   7.700E-01
   57   37      29687.290   0.000E+00   2.100E-01
   57   38      30423.940   0.000E+00   6.300E-01
   57   39      30916.240   0.000E+00   7.000E-02
   57   40      31162.350   0.000E+00   4.900E-01
   57   41      27464.730   0.000E+00   3.500E-01
   57   42      28308.300   0.000E+00   2.100E-01
   57   43      29174.910   0.000E+00   7.000E-02
   57   44      36128.130   0.000E+00   6.300E-01
   57   45      43506.310   0.000E+00   7.700E-01
   57   46      50697.980   0.000E+00   6.300E-01
   57   47      37095.580   0.000E+00   4.900E-01
   57   48      42363.210   0.000E+00   3.500E-01
   57   49      46716.140   0.000E+00   4.900E-01
   57   50      46650.730   0.000E+00   3.500E-01
   57   51      58570.880   0.000E+00   6.300E-01
   57   52      72057.890   0.000E+00   2.100E-01
   57   53      52501.620   0.000E+00   7.000E-02
   57   54     172595.020   0.000E+00   6.300E-01
   57   55     294811.320   0.000E+00   9.100E-01
   57   56     715896.480   0.000E+00   4.900E-01
   58    1       3766.410   0.000E+00   4.500E-01
   58    2       3826.350   0.000E+00   3.500E-01
   58    3       3869.000   0.000E+00   2.500E-01
   58    4       3896.760   9.390E+06   1.328E+00
   58    5       3910.460   0.000E+00   5.000E-02
   58    6       5096.260   0.000E+00   5.500E-01
   58    7       5215.470   0.000E+00   4.500E-01
   58    8       5312.810   0.000E+00   3.500E-01
   58    9       5386.570   0.000E+00   2.500E-01
   58   10       5436.030   1.700E+06   6.557E-01
   58   11       6861.420   0.000E+00   4.500E-01
   58   12       7148.200   0.000E+00   3.500E-01
   58   13       7362.730   0.000E+00   2.500E-01
   58   14      11110.760   0.000E+00   3.500E-01
   58   15      11333.400   0.000E+00   2.500E-01
   58   16      11596.780   1.770E+05   1.500E-01
   58   17      12236.490   0.000E+00   2.500E-01
   58   18      14289.790   0.000E+00   5.500E-01
   58   19      15354.770   0.000E+00   6.500E-01
   58   20      13889.660   0.000E+00   1.500E-01
   58   21      14310.170   0.000E+00   4.500E-01
   58   22      14720.050   0.000E+00   5.500E-01
   58   23      15064.810   0.000E+00   3.500E-01
   58   24      15311.950   0.000E+00   4.500E-01
   58   25      13965.900   0.000E+00   2.500E-01
   58   26      14431.140   0.000E+00   1.500E-01
   58   27      14788.050   0.000E+00   5.000E-02
   58   28      16922.330   0.000E+00   4.500E-01
   58   29      17618.120   0.000E+00   3.500E-01
   58   30      18143.970   0.000E+00   2.500E-01
   58   31      20683.700   0.000E+00   5.500E-01
   58   32      21971.610   0.000E+00   4.500E-01
   58   33      23250.220   0.000E+00   3.500E-01
   58   34      25640.580   0.000E+00   6.500E-01
   58   35      26993.360   0.000E+00   2.500E-01
   58   36      28138.820   0.000E+00   5.500E-01
   58   37      29073.600   0.000E+00   1.500E-01
   58   38      29779.750   0.000E+00   4.500E-01
   58   39      30251.250   0.000E+00   5.000E-02
   58   40      30486.850   0.000E+00   3.500E-01
   58   41      26938.680   0.000E+00   2.500E-01
   58   42      27749.760   0.000E+00   1.500E-01
   58   43      28582.000   0.000E+00   5.000E-02
   58   44      35223.320   0.000E+00   4.500E-01
   58   45      42200.880   0.000E+00   5.500E-01
   58   46      48934.050   0.000E+00   4.500E-01
   58   47      36142.300   0.000E+00   3.500E-01
   58   48      41124.490   0.000E+00   2.500E-01
   58   49      45214.290   0.000E+00   3.500E-01
   58   50      45153.030   0.000E+00   2.500E-01
   58   51      56229.210   0.000E+00   4.500E-01
   58   52      68545.970   0.000E+00   1.500E-01
   58   53      50612.280   0.000E+00   5.000E-02
   58   54     153729.560   0.000E+00   4.500E-01
   58   55     243722.920   0.000E+00   6.500E-01
   58   56     474412.560   0.000E+00   3.500E-01
   58   57    1406430.200   0.000E+00   3.500E-01
   59    1       3830.540   0.000E+00   9.900E-01
   59    2       3892.560   0.000E+00   7.700E-01
   59    3       3936.710   0.000E+00   5.500E-01
   59    4       3965.450   0.000E+00   3.300E-01
   59    5       3979.640   0.000E+00   1.100E-01
   59    6       5214.400   0.000E+00   1.210E+00
   59    7       5339.260   0.000E+00   9.900E-01
   59    8       5441.320   5.300E-03   7.700E-01
   59    9       5518.720   0.000E+00   5.500E-01
   59   10       5570.650   0.000E+00   3.300E-01
   59   11       7077.300   0.000E+00   9.900E-01
   59   12       7382.800   0.000E+00   7.700E-01
   59   13       7611.870   0.000E+00   5.500E-01
   59   14      11688.060   0.000E+00   7.700E-01
   59   15      11934.690   0.000E+00   5.500E-01
   59   16      12227.120   0.000E+00   3.300E-01
   59   17      12940.400   0.000E+00   5.500E-01
   59   18      15259.120   0.000E+00   1.210E+00
   59   19      16479.650   0.000E+00   1.430E+00
   59   20      14803.730   0.000E+00   3.300E-01
   59   21      15282.360   0.000E+00   9.900E-01
   59   22      15750.740   0.000E+00   1.210E+00
   59   23      16146.120   0.000E+00   7.700E-01
   59   24      16430.340   0.000E+00   9.900E-01
   59   25      14890.360   0.000E+00   5.500E-01
   59   26      15420.400   0.000E+00   3.300E-01
   59   27      15828.620   0.000E+00   1.100E-01
   59   28      18298.910   0.000E+00   9.900E-01
   59   29      19115.240   0.000E+00   7.700E-01
   59   30      19735.820   0.000E+00   5.500E-01
   59   31      22778.110   1.300E-02   1.210E+00
   59   32      24349.960   0.000E+00   9.900E-01
   59   33      25930.320   0.000E+00   7.700E-01
   59   34      28939.180   0.000E+00   1.430E+00
   59   35      30674.190   0.000E+00   5.500E-01
   59   36      32161.950   0.000E+00   1.210E+00
   59   37      33388.960   0.000E+00   3.300E-01
   59   38      34323.660   0.000E+00   9.900E-01
   59   39      34951.560   0.000E+00   1.100E-01
   59   40      35266.430   0.000E+00   7.700E-01
   59   41      30603.590   0.000E+00   5.500E-01
   59   42      31654.690   0.000E+00   3.300E-01
   59   43      32742.230   0.000E+00   1.100E-01
   59   44      41762.670   0.000E+00   9.900E-01
   59   45      51946.060   0.000E+00   1.210E+00
   59   46      62538.230   0.000E+00   9.900E-01
   59   47      43060.830   0.000E+00   7.700E-01
   59   48      50324.690   0.000E+00   5.500E-01
   59   49      56588.450   0.000E+00   7.700E-01
   59   50      56492.520   0.000E+00   5.500E-01
   59   51      74968.700   0.000E+00   9.900E-01
   59   52      98587.240   0.000E+00   3.300E-01
   59   53      65305.700   0.000E+00   1.100E-01
   59   54     485559.460   0.000E+00   9.900E-01
   59   55          0.000   0.000E+00   1.430E+00
   59   56          0.000   0.000E+00   7.700E-01
   59   57          0.000   0.000E+00   7.700E-01
   59   58          0.000   0.000E+00   5.500E-01
   60    1       3794.910   0.000E+00   2.700E-01
   60    2       3855.770   0.000E+00   2.100E-01
   60    3       3899.080   8.000E+05   1.500E-01
   60    4       3927.270   0.000E+00   9.000E-02
   60    5       3941.190   0.000E+00   3.000E-02
   60    6       5148.590   0.000E+00   3.300E-01
   60    7       5270.280   0.000E+00   2.700E-01
   60    8       5369.700   0.000E+00   2.100E-01
   60    9       5445.050   0.000E+00   1.500E-01
   60   10       5495.600   0.000E+00   9.000E-02
   60   11       6956.600   0.000E+00   2.700E-01
   60   12       7251.560   0.000E+00   2.100E-01
   60   13       7472.440   0.000E+00   1.500E-01
   60   14      11362.500   0.000E+00   2.100E-01
   60   15      11595.450   0.000E+00   1.500E-01
   60   16      11871.300   0.000E+00   9.000E-02
   60   17      12542.530   0.000E+00   1.500E-01
   60   18      14708.920   0.000E+00   3.300E-01
   60   19      15839.750   0.000E+00   3.900E-01
   60   20      14285.310   0.000E+00   9.000E-02
   60   21      14730.510   0.000E+00   2.700E-01
   60   22      15165.190   0.000E+00   3.300E-01
   60   23      15531.380   0.000E+00   2.100E-01
   60   24      15794.190   0.000E+00   2.700E-01
   60   25      14365.970   0.000E+00   1.500E-01
   60   26      14858.720   0.000E+00   9.000E-02
   60   27      15237.380   0.000E+00   3.000E-02
   60   28      17513.300   0.000E+00   2.700E-01
   60   29      18259.610   0.000E+00   2.100E-01
   60   30      18825.060   0.000E+00   1.500E-01
   60   31      21573.480   1.300E-02   3.300E-01
   60   32      22978.350   0.000E+00   2.700E-01
   60   33      24380.560   0.000E+00   2.100E-01
   60   34      27022.180   0.000E+00   3.900E-01
   60   35      28528.960   0.000E+00   1.500E-01
   60   36      29811.560   0.000E+00   3.300E-01
   60   37      30862.840   0.000E+00   9.000E-02
   60   38      31659.780   0.000E+00   2.700E-01
   60   39      32193.230   0.000E+00   3.000E-02
   60   40      32460.180   0.000E+00   2.100E-01
   60   41      28467.890   0.000E+00   1.500E-01
   60   42      29375.220   0.000E+00   9.000E-02
   60   43      30309.460   0.000E+00   3.000E-02
   60   44      37884.200   0.000E+00   2.700E-01
   60   45      46078.410   0.000E+00   3.300E-01
   60   46      54225.170   0.000E+00   2.700E-01
   60   47      38949.360   0.000E+00   2.100E-01
   60   48      44798.130   0.000E+00   1.500E-01
   60   49      49694.750   0.000E+00   2.100E-01
   60   50      49620.750   0.000E+00   1.500E-01
   60   51      63330.020   0.000E+00   2.700E-01
   60   52      79398.480   0.000E+00   9.000E-02
   60   53      56293.630   0.000E+00   3.000E-02
   60   54     221686.230   0.000E+00   2.700E-01
   60   55     474165.110   0.000E+00   3.900E-01
